sample_id	contig_id	gene_id	start	end	strand	gene	product	functional_label	tool	source_file
SRR11038083	contig_57	HJHHLH_0145	345	578	+	HJHHLH_0145	Uncultured bacterium plasmid pRGI00557	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_57	HJHHLH_0146	655	1482		HJHHLH_0146	Uncultured bacterium plasmid pRGI00557	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_58	contig_58	1	941	+	contig_58	contig_58	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_58	HJHHLH_0147	267	911		HJHHLH_0147	Uncultured bacterium plasmid pRGI00557	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_59	contig_59	1	1992	+	contig_59	contig_59	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_59	HJHHLH_0148	24	560	+	HJHHLH_0148	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_59	repB	907	1506	+	repB	Replication protein RepB	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_59	HJHHLH_0150	1503	1664	+	HJHHLH_0150	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_60	contig_60	1	2999	+	contig_60	contig_60	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_60	HJHHLH_0151	243	1184		HJHHLH_0151	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_60	HJHHLH_0152	1376	1717	+	HJHHLH_0152	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_60	HJHHLH_0153	1786	2055	+	HJHHLH_0153	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_60	HJHHLH_0154	2132	2797		HJHHLH_0154	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_61	contig_61	1	1459	+	contig_61	contig_61	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_61	HJHHLH_0155	260	1351	+	HJHHLH_0155	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_62	contig_62	1	481	+	contig_62	contig_62	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_63	contig_63	1	2262	+	contig_63	contig_63	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_63	HJHHLH_0156	599	1831	+	HJHHLH_0156	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_64	contig_64	1	5734	+	contig_64	contig_64	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_64	HJHHLH_0157	521	1768		HJHHLH_0157	Plasmid recombination enzyme	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_64	HJHHLH_0158	2220	3047	+	HJHHLH_0158	Bacterial toxin 44 domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_64	HJHHLH_0159	3095	3319		HJHHLH_0159	DUF3955 domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_64	HJHHLH_0160	3370	3858		HJHHLH_0160	HTH merR-type domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_64	HJHHLH_0161	3892	4170		HJHHLH_0161	Type II toxin-antitoxin system mRNA interferase toxin%2C RelE/StbE family	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_64	HJHHLH_0162	4163	4429		HJHHLH_0162	Type II toxin-antitoxin system antitoxin%2C RelB/DinJ family	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_64	HJHHLH_0163	4687	5301		HJHHLH_0163	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	contig_65	1	8353	+	contig_65	contig_65	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	HJHHLH_0164	627	866	+	HJHHLH_0164	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	HJHHLH_0165	893	1192		HJHHLH_0165	DUF6894 domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	HJHHLH_0166	1336	1881		HJHHLH_0166	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	HJHHLH_0167	2289	2720	+	HJHHLH_0167	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	HJHHLH_0168	2777	2980	+	HJHHLH_0168	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	HJHHLH_0169	2997	3176		HJHHLH_0169	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	mobQ	3629	4828		mobQ	MobQ family relaxase	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	HJHHLH_0171	4851	5102	+	HJHHLH_0171	Mobilization protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	HJHHLH_0172	5099	5662	+	HJHHLH_0172	Mobilization protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	HJHHLH_0173	5669	6004		HJHHLH_0173	Helix-turn-helix domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	relE	6001	6366		relE	Addiction module toxin RelE	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	HJHHLH_0175	6614	6796	+	HJHHLH_0175	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	HJHHLH_0176	6798	7376	+	HJHHLH_0176	Helix-turn-helix domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	HJHHLH_0177	7373	7558	+	HJHHLH_0177	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_66	contig_66	1	379	+	contig_66	contig_66	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_67	contig_67	1	2864	+	contig_67	contig_67	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_67	repL	42	608	+	repL	Plasmid replication protein RepL domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_67	HJHHLH_0179	1523	2272	+	HJHHLH_0179	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_68	contig_68	1	1341	+	contig_68	contig_68	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_68	HJHHLH_0180	9	389	+	HJHHLH_0180	Initiator Replication family protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_68	HJHHLH_0181	402	830	+	HJHHLH_0181	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_69	contig_69	1	934	+	contig_69	contig_69	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_69	HJHHLH_0182	463	654		HJHHLH_0182	RNA polymerase	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_70	contig_70	1	2804	+	contig_70	contig_70	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_70	Bacillus-plasmid	34	93		Bacillus-plasmid	Bacillus-plasmid RNA	ncRNA	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_70	HJHHLH_0184	209	508	+	HJHHLH_0184	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_70	HJHHLH_0185	539	1720		HJHHLH_0185	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_70	HJHHLH_0186	2053	2739		HJHHLH_0186	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_71	contig_71	1	527	+	contig_71	contig_71	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_71	HJHHLH_0187	288	401		HJHHLH_0187	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_72	contig_72	1	1732	+	contig_72	contig_72	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_72	HJHHLH_0188	117	812	+	HJHHLH_0188	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_73	contig_73	1	3565	+	contig_73	contig_73	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_73	HJHHLH_0189	504	767		HJHHLH_0189	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_73	HJHHLH_0190	779	1345		HJHHLH_0190	Tyr recombinase domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_73	HJHHLH_0191	1448	1693		HJHHLH_0191	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_73	HJHHLH_0192	1893	2363		HJHHLH_0192	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_73	HJHHLH_0193	2341	3333		HJHHLH_0193	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	contig_74	1	6157	+	contig_74	contig_74	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	HJHHLHJKEC_425	189	883	?	HJHHLHJKEC_425	origin of replication	oriC	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	RNAI	237	337		RNAI	RNAI	ncRNA	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	HJHHLH_0195	529	825		HJHHLH_0195	Plasmid replication initiation protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	HJHHLH_0196	1183	1284	+	HJHHLH_0196	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	blaTEM-116	2153	3013	+	blaTEM-116	broad-spectrum class A beta-lactamase TEM-116	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	HJHHLHJKEC_426	3014	3983	?	HJHHLHJKEC_426	origin of replication	oriC	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	RNAI	3224	3328		RNAI	RNAI	ncRNA	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	HJHHLH_0199	4018	4212		HJHHLH_0199	Rop family plasmid primer RNA-binding protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	HJHHLHJKEC_433	4247	4487	?	HJHHLHJKEC_433	origin of transfer	oriT	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	mobA	4496	4819	+	mobA	plasmid mobilization protein MobA	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	HJHHLH_0201	4788	5126	+	HJHHLH_0201	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	HJHHLH_0202	5178	5450	+	HJHHLH_0202	HNH endonuclease	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	HJHHLH_0203	5447	5851	+	HJHHLH_0203	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_74	RNAI	5957	6057		RNAI	RNAI	ncRNA	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_75	contig_75	1	2043	+	contig_75	contig_75	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_75	HJHHLH_0205	368	1393	+	HJHHLH_0205	Uncultured bacterium plasmid pRGI00992	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_76	contig_76	1	2154	+	contig_76	contig_76	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_76	HJHHLH_0206	555	995	+	HJHHLH_0206	Replication protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_76	mobV	1059	2027		mobV	MobV family relaxase	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_77	contig_77	1	2138	+	contig_77	contig_77	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_77	HJHHLH_0208	45	1121	+	HJHHLH_0208	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_77	HJHHLH_0209	1129	1416	+	HJHHLH_0209	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_77	HJHHLH_0210	1646	1843	+	HJHHLH_0210	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_78	contig_78	1	2707	+	contig_78	contig_78	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_78	mobV	439	1539	+	mobV	MobV family relaxase	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_78	HJHHLH_0212	1608	2069		HJHHLH_0212	Replication protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_79	contig_79	1	1963	+	contig_79	contig_79	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_79	repL	243	776		repL	Firmicute plasmid replication protein RepL	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_79	HJHHLH_0214	1765	1950		HJHHLH_0214	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_80	contig_80	1	4382	+	contig_80	contig_80	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_80	rlmN	227	1210		rlmN	Putative dual-specificity RNA methyltransferase RlmN	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_80	HJHHLH_0216	1369	1812		HJHHLH_0216	HTH merR-type domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_80	HJHHLH_0217	1885	2163		HJHHLH_0217	Type II toxin-antitoxin system mRNA interferase toxin%2C RelE/StbE family	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_80	HJHHLH_0218	2156	2422		HJHHLH_0218	Type II toxin-antitoxin system antitoxin%2C RelB/DinJ family	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_80	HJHHLH_0219	2678	4129		HJHHLH_0219	Replication protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	contig_81	1	10720	+	contig_81	contig_81	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_81	HJHHLH_0220	163	804	+	HJHHLH_0220	Plasmid replication protein origin binding domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
