sample_id	contig_id	start	end	strand	gene	product	drug_class	category	tool	evidence	identity	coverage	source_file
SRR11038083	contig_54	313	753	+	marR	MarR family transcriptional regulator		CDS	bakta	RefSeq:WP_000031238.1,SO:0001217,UniParc:UPI0001DC66A3,UniRef:UniRef100_A0A0C5EW67,UniRef:UniRef50_A0AA95GRP8,UniRef:UniRef90_A0A939SUX0			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_55	1	11660	+	contig_55	contig_55		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_55	296	736	+	HJHHLH_0121	helix-turn-helix domain-containing protein		CDS	bakta	SO:0001217,UniRef:UniRef50_UPI00067F221D			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_55	760	1164	+	HJHHLH_0122	hypothetical protein		CDS	bakta	SO:0001217,UniRef:UniRef50_UPI0025ACE7D3			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_55	1222	1941	+	HJHHLH_0123	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_55	2066	2431	+	HJHHLH_0124	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_55	2655	2729	+	Pistol	Pistol ribozyme		ncRNA	bakta	RFAM:RF02679,SO:0000374			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_55	3214	4236	+	HJHHLH_0126	Tyr recombinase domain-containing protein		CDS	bakta	SO:0001217,UniRef:UniRef50_R9LVD4,UniRef:UniRef90_A0A416Z7S6			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_55	4251	5021	+	HJHHLH_0127	DUF3164 domain-containing protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A1Y4KZ79,UniRef:UniRef90_A0A351NF75			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_55	5172	5306	+	HJHHLH_0128	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_55	5438	6952	+	HJHHLH_0129	Replication protein		CDS	bakta	RefSeq:WP_227601243.1,SO:0001217,UniParc:UPI001D0DDBA1,UniRef:UniRef100_A0AAW4VY55,UniRef:UniRef50_A0A1Y4L3A8,UniRef:UniRef90_A0A943TJV2			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_55	7163	7441	+	HJHHLH_0130	Antitoxin		CDS	bakta	RefSeq:WP_227601242.1,SO:0001217,UniParc:UPI001D0EB2BC,UniRef:UniRef100_A0A943TRB1,UniRef:UniRef50_A0A934WTE1,UniRef:UniRef90_A0A3D1LAK3			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_55	7473	7745	+	HJHHLH_0131	Type II toxin-antitoxin system RelE/ParE family toxin		CDS	bakta	SO:0001217,UniRef:UniRef50_E3GDG8,UniRef:UniRef90_A0A6L6LWV5			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_55	7751	7981	+	HJHHLH_0132	Type II toxin-antitoxin system RelB/DinJ family antitoxin		CDS	bakta	SO:0001217,UniParc:UPI001314360E,UniRef:UniRef100_A0A943TMN8,UniRef:UniRef50_A0A6L6LWV4,UniRef:UniRef90_A0A943TMN8			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_55	7978	8478	+	HJHHLH_0133	DUF536 domain-containing protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A0H5Q0J0,UniRef:UniRef90_A0A943TP10			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_55	8475	9302	+	traX	Conjugal transfer protein TraX		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A1Y4FHZ0,UniRef:UniRef90_A0A943TLV1			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_55	9355	9768		HJHHLH_0135	hypothetical protein		CDS	bakta	RefSeq:WP_118649011.1,SO:0001217,UniParc:UPI00095CBDB7,UniRef:UniRef100_A0A943YCC6,UniRef:UniRef50_A0A943YCC6,UniRef:UniRef90_A0A943YCC6			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_55	10127	11395	+	HJHHLH_0136	Plasmid recombination protein		CDS	bakta	SO:0001217,UniParc:UPI001FA9DB6C,UniRef:UniRef100_A0AAW4VY58,UniRef:UniRef50_A0A830U7Z4,UniRef:UniRef90_A0A943YBX1			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_55	11392	11649	+	HJHHLH_0137	hypothetical protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A943Y9L6,UniRef:UniRef90_A0A943Y9L6			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_56	1	2848	+	contig_56	contig_56		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_56	205	435		HJHHLH_0138	Charged multivesicular body protein 2b-B		CDS	bakta	RefSeq:WP_005683050.1,SO:0001217,UniParc:UPI0001B499CD,UniRef:UniRef100_A0AAW6CSQ6,UniRef:UniRef50_B3JME0,UniRef:UniRef90_B3JME0			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_56	454	906		mbpC	mobilization protein MbpC		CDS	bakta	RefSeq:WP_005683049.1,SO:0001217,UniParc:UPI000268B72A,UniRef:UniRef100_A0AAW6D108,UniRef:UniRef50_I9PI14,UniRef:UniRef90_A0A413ZG21			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_56	863	1657		mbpB	mobilization protein MbpB		CDS	bakta	RefSeq:WP_005683056.1,SO:0001217,UniParc:UPI0001B499CB,UniRef:UniRef100_A0AAW6CVH6,UniRef:UniRef50_R9HTI3,UniRef:UniRef90_A0AAW6CVH6			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_56	1654	1953		mbpA	mobilization protein MbpA		CDS	bakta	RefSeq:WP_005683055.1,SO:0001217,UniParc:UPI0001843A39,UniRef:UniRef100_A0A412DX29,UniRef:UniRef50_A0A2V2GEE6,UniRef:UniRef90_A0A412DX29			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_56	2147	2344		HJHHLH_0142	DUF2750 domain-containing protein		CDS	bakta	RefSeq:WP_005683054.1,SO:0001217,UniParc:UPI0001843A3A,UniRef:UniRef100_A0AAW6D0U5,UniRef:UniRef50_A0A7J5QI66,UniRef:UniRef90_A0A7J5QI64			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_56	2355	2630		HJHHLH_0143	Type II toxin-antitoxin system mRNA interferase toxin%2C RelE/StbE family		CDS	bakta	RefSeq:WP_004327436.1,SO:0001217,UniParc:UPI000175DAB2,UniRef:UniRef100_A0A412DX31,UniRef:UniRef50_K9EDW9,UniRef:UniRef90_A0A412DX31			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_57	1	1584	+	contig_57	contig_57		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_57	28	348	+	HJHHLH_0144	Uncultured bacterium plasmid pRGI00557		CDS	bakta	SO:0001217,UniRef:UniRef50_W1I3B5,UniRef:UniRef90_W1I3B5			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_57	345	578	+	HJHHLH_0145	Uncultured bacterium plasmid pRGI00557		CDS	bakta	SO:0001217,UniRef:UniRef50_W1I543,UniRef:UniRef90_W1I543			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_57	655	1482		HJHHLH_0146	Uncultured bacterium plasmid pRGI00557		CDS	bakta	SO:0001217,UniRef:UniRef50_W1I617,UniRef:UniRef90_W1I617			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_58	1	941	+	contig_58	contig_58		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_58	267	911		HJHHLH_0147	Uncultured bacterium plasmid pRGI00557		CDS	bakta	SO:0001217,UniRef:UniRef50_W1I617,UniRef:UniRef90_W1I617			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_59	1	1992	+	contig_59	contig_59		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_59	24	560	+	HJHHLH_0148	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_59	907	1506	+	repB	Replication protein RepB		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A6I2UBW7			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_59	1503	1664	+	HJHHLH_0150	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_60	1	2999	+	contig_60	contig_60		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_60	243	1184		HJHHLH_0151	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_60	1376	1717	+	HJHHLH_0152	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_60	1786	2055	+	HJHHLH_0153	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_60	2132	2797		HJHHLH_0154	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_61	1	1459	+	contig_61	contig_61		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_61	260	1351	+	HJHHLH_0155	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_62	1	481	+	contig_62	contig_62		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_63	1	2262	+	contig_63	contig_63		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_63	599	1831	+	HJHHLH_0156	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_64	1	5734	+	contig_64	contig_64		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_64	521	1768		HJHHLH_0157	Plasmid recombination enzyme		CDS	bakta	RefSeq:WP_015517767.1,SO:0001217,UniParc:UPI0001CD19C0,UniRef:UniRef100_A0AAQ1RXE2,UniRef:UniRef50_A0A830U7Z4,UniRef:UniRef90_D4LUC5			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_64	2220	3047	+	HJHHLH_0158	Bacterial toxin 44 domain-containing protein		CDS	bakta	SO:0001217,UniRef:UniRef50_F4LXI5,UniRef:UniRef90_A0AA37AE73			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_64	3095	3319		HJHHLH_0159	DUF3955 domain-containing protein		CDS	bakta	RefSeq:WP_272041204.1,SO:0001217,UniParc:UPI00061D573F,UniRef:UniRef100_A0A1C6JPS1,UniRef:UniRef50_A0A7V6SRM3,UniRef:UniRef90_A0A1C6JPS1			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_64	3370	3858		HJHHLH_0160	HTH merR-type domain-containing protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A252F0F0,UniRef:UniRef90_A0AA37ELU5			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_64	3892	4170		HJHHLH_0161	Type II toxin-antitoxin system mRNA interferase toxin%2C RelE/StbE family		CDS	bakta	EC:3.1.-.-,KEGG:K19157,RefSeq:WP_015517764.1,SO:0001217,UniParc:UPI0001CD19BD,UniRef:UniRef100_A0A934WSV5,UniRef:UniRef50_A8S0R9,UniRef:UniRef90_A0A252F0R1			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_64	4163	4429		HJHHLH_0162	Type II toxin-antitoxin system antitoxin%2C RelB/DinJ family		CDS	bakta	KEGG:K07473,RefSeq:WP_036630097.1,SO:0001217,UniParc:UPI00056AD556,UniRef:UniRef100_A0AA37EKP9,UniRef:UniRef50_A0A356L1Q3,UniRef:UniRef90_A0A356L1Q3			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_64	4687	5301		HJHHLH_0163	hypothetical protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A3A6CBN4,UniRef:UniRef90_A0A3A6CBN4			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	1	8353	+	contig_65	contig_65		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	627	866	+	HJHHLH_0164	hypothetical protein		CDS	bakta	RefSeq:WP_095641464.1,SO:0001217,UniParc:UPI000BAB43CB,UniRef:UniRef100_A0A2A2GDN9,UniRef:UniRef50_A0A1G9PE14,UniRef:UniRef90_A0A1G9PE14			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	893	1192		HJHHLH_0165	DUF6894 domain-containing protein		CDS	bakta	RefSeq:WP_205957899.1,SO:0001217,UniParc:UPI0019800815,UniRef:UniRef100_UPI0019800815,UniRef:UniRef50_A0A936Z9T8,UniRef:UniRef90_UPI0019800815			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	1336	1881		HJHHLH_0166	hypothetical protein		CDS	bakta	RefSeq:WP_095641463.1,SO:0001217,UniParc:UPI000BAB68BC,UniRef:UniRef100_A0A2A2GBC2,UniRef:UniRef50_A0A1W6CWM8,UniRef:UniRef90_A0A2A2GBC2			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	2289	2720	+	HJHHLH_0167	hypothetical protein		CDS	bakta	RefSeq:WP_135058885.1,SO:0001217,UniParc:UPI001072E9C4,UniRef:UniRef100_UPI001072E9C4,UniRef:UniRef50_UPI001072E9C4,UniRef:UniRef90_UPI001072E9C4			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	2777	2980	+	HJHHLH_0168	hypothetical protein		CDS	bakta	RefSeq:WP_135058884.1,SO:0001217,UniParc:UPI001072D4CE,UniRef:UniRef100_UPI001072D4CE,UniRef:UniRef50_UPI001072D4CE,UniRef:UniRef90_UPI001072D4CE			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	2997	3176		HJHHLH_0169	hypothetical protein		CDS	bakta	SO:0001217,UniParc:UPI000BABBC91,UniRef:UniRef100_A0A2A2GDU3,UniRef:UniRef50_A0A2A2GDU3,UniRef:UniRef90_A0A2A2GDU3			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	3629	4828		mobQ	MobQ family relaxase		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A2A2GDU8,UniRef:UniRef90_A0A2A2GDU8			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	4851	5102	+	HJHHLH_0171	Mobilization protein		CDS	bakta	RefSeq:WP_095641460.1,SO:0001217,UniParc:UPI000BAB956C,UniRef:UniRef100_A0A2A2GDP4,UniRef:UniRef50_A0A1N7QSA5,UniRef:UniRef90_A0A2A2GDP4			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	5099	5662	+	HJHHLH_0172	Mobilization protein		CDS	bakta	RefSeq:WP_095641459.1,SO:0001217,UniParc:UPI000BABE770,UniRef:UniRef100_A0A2A2GE25,UniRef:UniRef50_A0A2A2GDQ7,UniRef:UniRef90_A0A2A2GE25			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	5669	6004		HJHHLH_0173	Helix-turn-helix domain-containing protein		CDS	bakta	RefSeq:WP_095641458.1,SO:0001217,UniParc:UPI000BABD86E,UniRef:UniRef100_A0A2A2GBS6,UniRef:UniRef50_A0AAN2DCE9,UniRef:UniRef90_A0A1G9PHL7			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	6001	6366		relE	Addiction module toxin RelE		CDS	bakta	SO:0001217,UniRef:UniRef50_I4C378,UniRef:UniRef90_A0A1G9PIR6			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	6614	6796	+	HJHHLH_0175	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	6798	7376	+	HJHHLH_0176	Helix-turn-helix domain-containing protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A1W2EVN3,UniRef:UniRef90_A0A2W6SLZ7			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_65	7373	7558	+	HJHHLH_0177	hypothetical protein		CDS	bakta	RefSeq:WP_095641466.1,SO:0001217,UniParc:UPI000BAC05ED,UniRef:UniRef100_A0A2A2GDT3,UniRef:UniRef50_A0A4R2PE24,UniRef:UniRef90_A0A2A2GDT3			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_66	1	379	+	contig_66	contig_66		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_67	1	2864	+	contig_67	contig_67		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_67	42	608	+	repL	Plasmid replication protein RepL domain-containing protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A418NCU9			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_67	1523	2272	+	HJHHLH_0179	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_68	1	1341	+	contig_68	contig_68		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_68	9	389	+	HJHHLH_0180	Initiator Replication family protein		CDS	bakta	SO:0001217,UniRef:UniRef50_A0A078QNR5			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_68	402	830	+	HJHHLH_0181	hypothetical protein		CDS	bakta	PFAM:PF21205.3			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_69	1	934	+	contig_69	contig_69		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_69	463	654		HJHHLH_0182	RNA polymerase		CDS	bakta	RefSeq:WP_001041614.1,SO:0001217,UniParc:UPI00000B1787,UniRef:UniRef100_D3INX7,UniRef:UniRef50_D3GN07,UniRef:UniRef90_D3INX7			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_70	1	2804	+	contig_70	contig_70		region	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_70	34	93		Bacillus-plasmid	Bacillus-plasmid RNA		ncRNA	bakta	RFAM:RF01691,SO:0000655			/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_70	209	508	+	HJHHLH_0184	hypothetical protein		CDS	bakta				/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
